0,1,2,3,4,5,6
0.009586567981168628,0.001033330552309053,1.664331094247018e-05,1.0478559151181343e-05,0.0009875794959953055,0.00046627000876469537,0.0002906929716118611
0.00964317544363439,0.0010142762032774044,1.1402918719696231e-05,1.1136934180626667e-05,0.0009691562291845912,0.00048679109051590785,0.00027716993732610715
0.009825581600889564,0.001001378055771056,1.633308518449894e-05,1.2421092107501863e-05,0.0009331507988099474,0.000473876558826305,0.0003206302801845595
0.01010031524579972,0.001034816659630451,2.2320774399773314e-05,1.318550926498574e-05,0.0009561003826092929,0.00045991555205546317,0.0003669613826787099
0.010275801019743085,0.00108287953222316,2.1386677433810065e-05,1.3014435156151194e-05,0.0010132460528984666,0.00047468743898207324,0.000366162298960262
0.0102839520201087,0.0011084013224535738,1.3238287744385957e-05,1.1392211504812622e-05,0.0010660313058178871,0.0005010878556640819,0.0003339470477658324
0.010304998471401632,0.0011118225969039485,5.774028502116835e-06,1.1315679502388321e-05,0.0010953821241855622,0.0005240530497394502,0.0003039121314213844
0.010460887099616229,0.0011269601730600697,3.276821216147141e-06,1.1319842650721057e-05,0.0011248520633671433,0.000540097791235894,0.0002923544430814218
0.01072537099942565,0.0011516521613521035,3.6876454995038445e-06,1.1766027168107484e-05,0.0011496231850469485,0.0005492454272462055,0.0002963971439021407
0.010879197455942631,0.0011536136943323073,6.058132787707393e-06,1.1696140403785194e-05,0.0011422070249682292,0.0005490394320804625,0.0003058265351864975
0.010850303042680025,0.0011311959875456522,8.594342067027582e-06,1.1813835590999134e-05,0.0011085258790990338,0.0005420862475875765,0.000308380491042044
0.010853067100979387,0.0011206415134074632,9.863774790055402e-06,1.1677946881931689e-05,0.001104844983201474,0.0005483951896894723,0.0003008726594271138
0.011073178481310605,0.0011535279588133563,9.753556882508007e-06,1.1294379083039985e-05,0.0011563037522137165,0.0005724162585102021,0.0002899846775108017
0.011390237342566252,0.001200019250391051,8.960605857026849e-06,1.129890570762626e-05,0.001220896914601326,0.0005998712393920869,0.00028056525392457845
0.011600306732580066,0.0012231646542204544,9.366162375670228e-06,1.1225818278575161e-05,0.0012468488549347966,0.0006171526524121874,0.00027279921203444247
0.011567921238020062,0.0012032620687386952,1.1494367286672969e-05,1.1161981731362403e-05,0.001224651306401938,0.000621421538235154,0.00026384246884845195
0.011560780685395003,0.0011936796430381945,1.4360574646161694e-05,1.1394405305793498e-05,0.0012178058869903906,0.0006329052138607949,0.0002531957700921339
0.011777685438282788,0.0012212323682615532,1.712947815008192e-05,1.11133201360758e-05,0.0012691004114458338,0.0006585897551849484,0.0002446635333035374
0.01210991817060858,0.001263414765126072,1.9282982278241435e-05,1.093546437958004e-05,0.0013358867773786186,0.0006875639359350316,0.00023916369085782207
0.01233454945962876,0.0012815089299692771,2.152032044079988e-05,1.0809414123595929e-05,0.0013611311657587067,0.0007047658326337114,0.00023781167648849078
0.012350877923890948,0.0012733988507534378,2.4346533000141334e-05,1.058559887368915e-05,0.001340028055710718,0.0007065723798586987,0.00023597883751790504
0.01244858100079,0.0012633761705365032,2.5904845076070158e-05,1.0500675815876547e-05,0.0013348507112823428,0.0007100006999098696,0.0002324125209270278
0.012703057345934212,0.0012603514704096596,2.6550539970457976e-05,1.008320347558822e-05,0.0013690013845916837,0.0007106476652552374,0.00023099448277207556
0.012746623177081346,0.0012271850800607354,2.94159636735003e-05,1.0002117445679914e-05,0.0013566694397013634,0.0006889656686689705,0.00022682504306430928
0.012249626419506967,0.0011246872822812293,3.533950914544448e-05,9.758383542379789e-06,0.0012294790032319725,0.0006504806026350707,0.00021744808997027577
0.011710197241045535,0.0010323654099192935,4.4718655746578404e-05,9.685824001346432e-06,0.0011186071844713297,0.0006552333469153382,0.00022209624134120532
0.012601388706825674,0.0011532690533204003,5.455625818044041e-05,9.925447285326072e-06,0.0012682299040898215,0.0007864508437342011,0.0002784389321459457
0.016074721957556902,0.001635540429415414,5.679295121097994e-05,1.113751206666791e-05,0.0018536146928090603,0.001059453466150444,0.00032933654263615607
0.020461717639118433,0.002277903507638257,4.0242663192202596e-05,1.1855602784081043e-05,0.0026215063873678444,0.0012664825114188716,0.0003124399101943709
0.019077736511826517,0.0022221347960294222,1.3990098984777433e-05,1.0440531598590041e-05,0.002478320710361004,0.0010157271422212943,0.00020083974864974153
